,smiles,value,cano_smiles
178,CC(C(C)(C)C)NC(=O)OCCCN1CCCCC1,-4.1,CC(NC(=O)OCCCN1CCCCC1)C(C)(C)C
179,C1CCC(CC1)CCCOCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-4.1,O=C(O)C=CC(=O)O.c1ncc(COCCCC2CCCCC2)[nH]1
180,CN=C(N)NCCSCC1=NC=CS1.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],-4.1,CN=C(N)NCCSCc1nccs1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
181,CC1=C(C=CC(=C1)C(C)N=O)OCCCC2=CN=CN2,-4.1,Cc1cc(C(C)N=O)ccc1OCCCc1cnc[nH]1
182,CC1=C(C=CC(=C1)OCCCC2=CN=CN2)C(=NO)C,-4.1,CC(=NO)c1ccc(OCCCc2cnc[nH]2)cc1C
183,C1CCN(CC1)CCCOC2=CC=C(C=C2)CCCNC3=C4CCCCC4=NC5=CC=CC=C53,-4.1,c1ccc2c(NCCCc3ccc(OCCCN4CCCCC4)cc3)c3c(nc2c1)CCCC3
184,C1CCN(CC1)CCCOC2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl,-4.1,Clc1ccc2c(Nc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1
185,C1CCC(CC1)CCCOCCCC2=CN=CN2,-4.1,c1ncc(CCCOCCCC2CCCCC2)[nH]1
186,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)C3=CC(=C(C=C3)C(=O)O)C4C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)NC#N,-4.1,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1ccc(C(=O)O)c(C2c3ccc(O)cc3OC3=CC(=O)C=CC32)c1
187,CN=C(N)NCCC1=CN=CN1,-4.1,CN=C(N)NCCc1cnc[nH]1
188,C1CCN(CC1)CCCOC2=CC=C(C=C2)CCNC3=CC=NC4=CC=CC=C43,-4.1,c1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1
189,CCOCCCC1=CN=CN1,-4.1,CCOCCCc1cnc[nH]1
190,CC(C1=C(C=C(C=C1)OCCCC2=CN=CN2)OC)N=O,-4.1,COc1cc(OCCCc2cnc[nH]2)ccc1C(C)N=O
191,C1CCC(CC1)COCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-4.1,O=C(O)C=CC(=O)O.c1ncc(COCC2CCCCC2)[nH]1
192,CC(=O)C1=CC=C(C=C1)OCC2=CC=C(C=C2)CN3CCCCC3.C(=O)(C(=O)O)O,-4.1,CC(=O)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1.O=C(O)C(=O)O
193,C=CCOCCCC1=CN=CN1.C(=O)(C(=O)O)O,-4.1,C=CCOCCCc1cnc[nH]1.O=C(O)C(=O)O
194,C1=CC(=CC=C1C(=O)NN)OCCCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-4.1,NNC(=O)c1ccc(OCCCc2cnc[nH]2)cc1.O=C(O)C=CC(=O)O
195,CC1=C(SC(=N1)C)CCN.Br,-4.1,Br.Cc1nc(C)c(CCN)s1
196,C1=CC(=CC=C1C(=O)N)OCCCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-4.1,NC(=O)c1ccc(OCCCc2cnc[nH]2)cc1.O=C(O)C=CC(=O)O
197,CC(C1=CC=C(C=C1)OCCCC2=CN=CN2)O,-4.1,CC(O)c1ccc(OCCCc2cnc[nH]2)cc1
198,CSC(=NCCCC1=CN=CN1)N.I.I,-4.1,CSC(N)=NCCCc1cnc[nH]1.I.I
