,smiles,value,cano_smiles
2245,CCN1C2=C(C(N(CCC2)C(C3=CC=CC=C3)C(=O)NC)CCC4=CC(=C(C(=C4)F)C)F)C(=N1)C,-0.7781512503836436,CCn1nc(C)c2c1CCCN(C(C(=O)NC)c1ccccc1)C2CCc1cc(F)c(C)c(F)c1
2246,CC1=C(C=C(C=C1)NC(=O)C2CCCN2S(=O)(=O)C3=CC=C(C=C3)OC)C,-1.4623979978989559,COc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2ccc(C)c(C)c2)cc1
2247,CC1CCC(CN1C(=O)C2=C(C=C(C=C2)C)C3CC3)OC4=NC=CC(=C4C)C#N,-1.3222192947339193,Cc1ccc(C(=O)N2CC(Oc3nccc(C#N)c3C)CCC2C)c(C2CC2)c1
2248,CC1=CC=CC(=C1)C2=C(N=CO2)C(=O)NC3=CN(N=C3)CCN4C=CC5=CC(=NC=C54)OC,-2.361727836017593,COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2cn1
2249,COC1=CC(=C(C=C1)N2N=CC=N2)C(=O)N3CCCC3C4=NC(=NO4)C5=CC=CC=C5OC,-1.8920946026904804,COc1ccc(-n2nccn2)c(C(=O)N2CCCC2c2nc(-c3ccccc3OC)no2)c1
2250,CCOC1=C(C(=CC=C1)F)C2CC(C(=O)N2CC3=NC4=CC=CC=C4C=C3)C,-1.8512583487190752,CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2ccccc2n1
2251,CC1CCC(CN1C(=O)C2=NSC=C2C3=CC=CC=C3)OC4=NC=CC(=C4C)C#N,-1.3424226808222062,Cc1c(C#N)ccnc1OC1CCC(C)N(C(=O)c2nscc2-c2ccccc2)C1
2252,CC1COC2=C(C=C(C=C2)OC(F)(F)F)C(N1C(=O)C3=CC=C(C=C3)Cl)C,-2.146128035678238,CC1COc2ccc(OC(F)(F)F)cc2C(C)N1C(=O)c1ccc(Cl)cc1
2253,CC1=CC=CC(=C1)C2=C(N=CO2)C(=O)NC3=CN(N=C3)CCCN4CCC5=CC=CC=C54,-2.7007037171450192,Cc1cccc(-c2ocnc2C(=O)Nc2cnn(CCCN3CCc4ccccc43)c2)c1
2254,CC1CCC(CN1C(=O)C2=CC=CC=C2N3N=CC=N3)OC4=NC=CC(=C4C(=O)OC)C(=O)OC,-1.4885507165004443,COC(=O)c1ccnc(OC2CCC(C)N(C(=O)c3ccccc3-n3nccn3)C2)c1C(=O)OC
